event_date,device_id,event_id,event_value
2017-07-11 02:30:41,wMnHyLAxbW,1,3.12096640117
2017-06-11 10:17:14,LZGofzSsoj,1,43.9612978498
2017-04-16 05:46:16,uVYmSSAYKs,1,60.4176008377
2017-01-08 21:38:28,rWjGhFuflE,1,32.7847512997
2017-03-14 01:03:43,JfBpYnIjNm,1,3.0749349344
2017-07-03 17:10:59,xecistsbue,1,1.58964879325
2017-09-14 14:35:58,YJvyiZZKvz,1,0.631133272141
2017-09-07 04:25:35,hfcSsoACfE,1,0.205037418885
2017-05-08 04:27:22,EEWRDwxVbt,1,38.4161725468
2017-08-13 21:54:03,GsEowhbetF,1,25.3270696169
2017-10-15 22:15:17,yXOYqeKVqc,2,
2017-02-22 03:26:27,yXOYqeKVqc,1,30.9549513431
2017-02-14 18:31:55,CQXFcdTPPB,2,
2017-08-17 22:06:02,wVRxMIzCPT,2,
2017-08-07 03:51:48,pZNxDswcgf,2,
2017-12-31 09:57:28,KcGmNJatIW,2,
2017-08-18 15:47:05,xecistsbue,2,
2017-07-30 05:40:12,BkpVRngcvN,1,86.5141538874
2017-05-20 00:38:17,aXZTfWzncw,1,29.9096787281
2017-02-12 04:52:14,uVYmSSAYKs,2,
2017-02-06 03:10:58,bpRsNVMlhq,1,42.2132344148
2017-12-09 19:44:28,mrNIZuRpSa,1,44.7988021657
2017-06-09 14:03:04,zHAPuqHqFj,2,
2017-06-21 23:44:23,IiQxbmjgqg,2,
2017-01-05 00:25:13,xiZRPONgbK,1,23.2374218119
2017-10-07 09:07:21,LZGofzSsoj,1,13.3135114465
2017-06-23 07:37:29,uVYmSSAYKs,2,
2017-06-06 10:08:49,pZNxDswcgf,2,
2017-10-22 10:51:48,NiikPmwarQ,2,
2017-01-20 23:48:18,xpedRuawsA,1,0.0176285537061
2017-08-09 08:18:26,pQHOsGJUnj,2,
2017-09-26 19:12:36,fOreRDxxKJ,2,
2017-12-25 17:58:48,JfBpYnIjNm,1,85.1784756989
2017-06-10 17:51:37,uVYmSSAYKs,1,91.0034618516
2017-03-26 11:51:57,yXOYqeKVqc,1,6.59828736583
2017-11-20 13:59:45,JbBpVRkWHL,2,
2017-12-30 22:44:59,zofIMUyRHT,1,47.1537453778
2017-06-04 17:15:06,KcGmNJatIW,2,
2017-07-26 06:11:50,MVPAYdkCml,1,0.107912709885
2017-09-26 18:38:29,xcjSyDBmNQ,1,0.108650483794
2017-07-26 18:08:39,jSjtepIhkg,2,
2017-05-18 16:35:50,WRSzTCHuEy,2,
2017-04-20 00:55:43,uVYmSSAYKs,2,
2017-04-09 03:06:10,yVkCVLCPNo,1,44.9801496404
2017-01-31 01:45:06,GyHBBVnIxT,1,83.7797461331
2017-11-05 23:07:56,TOkYYJguDo,2,
2017-06-01 20:56:28,MVPAYdkCml,2,
2017-06-29 20:06:00,OstOjCcgrB,2,
2017-09-18 12:55:33,qbYlkrWkSF,2,
2017-01-06 19:57:16,HOfgnFfhoy,1,6.9455254261
2017-08-02 03:06:09,jCgwcqzvqf,1,59.007354245
2017-07-30 10:29:25,ufzSoKINSK,1,20.2528827108
2017-05-12 14:25:58,SoQWVgXXKe,1,25.0429170677
2017-04-29 19:15:35,KcGmNJatIW,2,
2017-11-17 23:29:50,NhVaiwjRuw,2,
2017-09-14 16:35:04,aAZKibToFK,2,
2017-12-28 10:51:42,yXOYqeKVqc,2,
2017-09-13 03:46:02,IiQxbmjgqg,1,12.6855640542
2017-03-07 07:38:49,aXZTfWzncw,1,11.3757118593
2017-01-23 11:23:52,hfcSsoACfE,1,41.283976498
2017-10-25 18:48:50,NiaCxjRJCE,1,68.7469919679
2017-04-18 14:44:27,hfcSsoACfE,1,24.4974962056
2017-05-01 01:06:12,iuMQcpcynr,2,
2017-12-01 12:00:00,ufzSoKINSK,2,
2017-04-04 03:20:27,vyjtCWKGyJ,2,
2017-06-15 09:12:44,YJvyiZZKvz,2,
2017-03-18 02:10:51,IuWTOPIZnY,2,
2017-12-06 06:03:21,cOiqXWQPSr,1,41.4996733323
2017-12-16 23:25:26,TOkYYJguDo,1,52.8637961377
2017-05-26 10:56:42,BLJlTHnLpU,2,
2017-04-08 03:35:18,aXZTfWzncw,1,0.0343449947718
2017-09-06 03:31:56,VTZswSrFNA,2,
2017-03-22 12:17:25,SoQWVgXXKe,2,
2017-11-28 21:01:55,cOiqXWQPSr,1,6.81792417334
2017-12-28 16:11:20,JLosSTdslk,2,
2017-05-23 09:30:18,iuMQcpcynr,1,0.000212584907708
2017-12-06 08:33:49,EQIqPtVVAt,2,
2017-01-05 16:43:07,HOfgnFfhoy,2,
2017-12-03 03:00:53,IiQxbmjgqg,1,90.3198396303
2017-07-03 06:46:18,rWjGhFuflE,1,1.79606686091
2017-04-14 10:15:09,OstOjCcgrB,2,
2017-01-19 20:31:10,ZmSBTrdKMP,2,
2017-02-13 14:24:35,TOkYYJguDo,2,
2017-11-20 22:41:03,MVPAYdkCml,2,
2017-09-25 09:40:56,wMnHyLAxbW,1,0.00141894754818
2017-06-18 15:41:34,xpedRuawsA,2,
2017-04-10 23:59:56,bpRsNVMlhq,2,
2017-04-18 07:42:14,zHAPuqHqFj,1,34.9390776929
2017-06-01 12:47:15,CnrwizfFke,1,8.35082181983
2017-05-23 12:03:51,ZmSBTrdKMP,1,47.8277568675
2017-11-30 04:17:14,YJvyiZZKvz,2,
2017-05-13 22:03:33,OstOjCcgrB,1,4.62171220031
2017-06-19 21:42:02,zHAPuqHqFj,1,76.6406061554
2017-06-14 00:23:24,hXZMuAswkh,1,60.957499476
2017-09-17 01:45:05,MVPAYdkCml,2,
2017-08-07 15:04:31,YJvyiZZKvz,2,
2017-07-06 23:50:48,JfBpYnIjNm,2,
2017-03-20 19:51:14,pZNxDswcgf,2,
2017-09-28 17:07:09,KvnyEMYCLn,1,77.8712045296
2017-03-26 15:52:50,YJvyiZZKvz,2,
2017-03-10 16:45:45,cOiqXWQPSr,2,
2017-09-02 06:27:04,vgruEUwyjn,2,
2017-12-26 18:12:50,ikCYQBrzCK,2,
2017-03-27 20:17:00,iuMQcpcynr,1,23.5330915918
2017-10-23 04:12:38,wtcOqDsolH,1,0.617093963296
2017-03-01 20:49:56,sYxDSpRCXa,2,
2017-10-21 11:07:53,WRSzTCHuEy,1,16.2700096985
2017-02-18 12:47:10,AmJEmwhynS,1,47.6051973025
2017-05-01 22:17:09,iuwhjQvNqt,1,30.4465441959
2017-03-10 17:03:32,IuWTOPIZnY,1,0.715002449944
2017-07-04 09:47:32,iZeFJxWTCT,2,
2017-03-16 04:25:41,XJcOcoJajb,2,
2017-04-09 16:46:01,rWjGhFuflE,1,3.24505676553
2017-10-14 02:02:20,veKJxIGZBb,1,66.2424689893
2017-11-16 03:21:10,wMnHyLAxbW,2,
2017-11-29 08:00:20,eJcwGNrZsn,2,
2017-10-17 04:02:47,ikCYQBrzCK,2,
2017-10-14 00:17:01,hXZMuAswkh,1,89.5051661544
2017-12-25 16:17:03,iuMQcpcynr,1,30.6165835788
2017-01-19 12:55:07,yXOYqeKVqc,2,
2017-05-11 22:49:04,bjhnfGmcPz,2,
2017-11-12 14:46:01,OstOjCcgrB,1,27.0902772872
2017-08-01 17:03:57,bjhnfGmcPz,1,26.3553558938
2017-07-03 21:24:38,iZeFJxWTCT,1,7.1004777152
2017-02-02 09:05:55,akJCrpiQBb,2,
2017-11-25 10:46:14,zofIMUyRHT,1,76.0272333851
2017-06-01 15:26:19,wMnHyLAxbW,1,35.0165493045
2017-05-25 06:51:33,fOreRDxxKJ,2,
2017-06-18 02:01:42,iuwhjQvNqt,2,
2017-06-16 04:11:03,AmJEmwhynS,1,34.0845879434
2017-08-18 20:02:59,akJCrpiQBb,2,
2017-10-16 03:57:00,nXJEhxUecR,1,95.0119811523
2017-05-19 02:05:39,pZNxDswcgf,2,
2017-02-14 08:47:31,fOreRDxxKJ,2,
2017-09-26 05:14:28,TOkYYJguDo,1,74.1390333551
2017-06-14 05:45:15,zYFCGGvXKf,2,
2017-12-30 08:29:30,wMnHyLAxbW,1,91.2057241643
2017-05-20 08:06:05,ntLhiHboUs,2,
2017-03-24 00:48:13,CnrwizfFke,1,5.72577722744
2017-02-12 11:36:44,vyjtCWKGyJ,1,41.5225611878
2017-11-18 08:17:41,cTawABfNOn,2,
2017-10-12 03:11:23,EQIqPtVVAt,2,
2017-07-26 06:26:08,CnrwizfFke,1,3.24883046852
2017-07-07 00:11:06,nXJEhxUecR,1,98.930007166
2017-09-12 06:33:57,CQXFcdTPPB,2,
2017-02-09 00:52:04,VTZswSrFNA,2,
2017-11-10 05:43:24,pVhEwJhCYm,1,24.3335081261
2017-08-26 14:17:22,BkpVRngcvN,1,0.944749187695
2017-06-02 20:44:51,iuwhjQvNqt,1,40.1142127713
2017-11-11 10:06:54,mEFDYBkZSB,2,
2017-09-18 18:00:15,vgruEUwyjn,1,27.0420951558
2017-01-03 12:03:20,wtcOqDsolH,1,58.2216804556
2017-08-14 15:12:59,mEFDYBkZSB,1,67.0819287345
2017-02-02 08:12:10,cOiqXWQPSr,1,73.4182994809
2017-01-03 12:36:15,zofIMUyRHT,1,0.131442234089
2017-03-08 15:06:00,xpedRuawsA,1,46.9673659054
2017-09-06 20:59:30,pVhEwJhCYm,2,
2017-07-06 21:02:49,MVPAYdkCml,2,
2017-01-25 19:05:23,cOiqXWQPSr,1,25.0071526958
2017-09-15 16:29:19,BkpVRngcvN,2,
2017-02-01 23:09:24,wVRxMIzCPT,1,16.8328187958
2017-06-26 20:03:44,iuwhjQvNqt,2,
2017-01-12 01:29:39,BkpVRngcvN,1,42.4759027964
2017-12-16 03:53:55,WRSzTCHuEy,1,34.7557927961
2017-08-04 00:03:30,hfcSsoACfE,2,
2017-03-25 17:52:28,kyVYAdJnyc,1,25.0203700665
2017-12-02 12:03:47,xecistsbue,1,17.4303506378
2017-04-11 19:05:52,zHAPuqHqFj,1,40.8574111005
2017-08-25 21:11:49,bpRsNVMlhq,1,1.68706391865
2017-07-19 03:57:09,ZmSBTrdKMP,1,93.1968248843
2017-04-16 16:29:05,LZGofzSsoj,2,
2017-09-18 13:50:01,yYxNpaMBRv,2,
2017-02-21 01:10:08,mEFDYBkZSB,2,
2017-07-09 21:49:00,hXZMuAswkh,1,49.297921452
2017-09-07 21:29:57,GsEowhbetF,1,1.53202182044
2017-12-27 20:18:51,XrjKOHPRwp,2,
2017-02-03 23:58:55,EEWRDwxVbt,2,
2017-01-12 14:40:45,xecistsbue,1,27.1416933791
2017-07-16 21:35:36,NjMgRssFfE,1,22.2402771737
2017-01-29 02:08:37,BLJlTHnLpU,2,
2017-01-30 07:00:18,GyHBBVnIxT,2,
2017-03-31 08:28:10,BQVAfGTlmk,2,
2017-11-03 13:39:59,fOreRDxxKJ,1,18.70859868
2017-06-10 00:45:22,YJvyiZZKvz,1,12.9914001612
2017-11-17 19:26:39,nXJEhxUecR,1,0.41704127257
2017-12-01 05:02:39,BzzlZXqjNG,1,51.4625465455
2017-01-31 14:39:33,xjMZKTJnxA,2,
2017-01-16 05:53:20,XJcOcoJajb,2,
2017-09-17 01:52:49,EEWRDwxVbt,2,
2017-04-25 15:55:07,fsLcbbiXZw,1,66.5725505053
2017-10-30 00:31:15,HOfgnFfhoy,2,
2017-01-24 21:00:59,qbYlkrWkSF,2,
2017-03-19 18:10:06,OstOjCcgrB,2,
2017-12-09 08:25:14,ikCYQBrzCK,1,90.3726307209
2017-10-31 11:28:14,qbYlkrWkSF,2,
2017-06-03 14:40:03,LeoZbajqKq,2,
2017-10-02 00:14:05,KcGmNJatIW,2,
2017-06-14 00:09:19,ikCYQBrzCK,1,7.67573426436
2017-09-13 11:07:49,fsLcbbiXZw,1,29.184584202
2017-01-16 09:45:13,MVPAYdkCml,1,95.7125981582
2017-06-21 21:24:03,WfxigeseOW,1,58.812653736
2017-06-16 07:28:08,XrjKOHPRwp,2,
2017-03-22 10:28:54,uVYmSSAYKs,2,
2017-04-28 19:06:11,pZNxDswcgf,2,
2017-08-19 20:03:28,KvnyEMYCLn,2,
2017-02-12 19:29:25,OHdpRZBGVw,2,
2017-12-07 18:26:23,OstOjCcgrB,1,62.6590344966
2017-10-16 17:46:16,bpRsNVMlhq,1,12.8388095529
2017-09-12 17:39:12,hGKlGLlRxP,2,
2017-09-07 19:42:48,aAZKibToFK,2,
2017-04-28 08:29:40,BQVAfGTlmk,2,
2017-02-04 13:38:47,kyVYAdJnyc,1,0.382352155531
2017-10-01 21:05:35,OHdpRZBGVw,2,
2017-12-31 22:24:54,SoQWVgXXKe,2,
2017-06-29 01:44:37,pVhEwJhCYm,1,42.8100856478
2017-04-10 11:14:47,akJCrpiQBb,1,1.23182640197
2017-04-27 11:38:47,pQHOsGJUnj,2,
2017-10-11 10:34:43,fsLcbbiXZw,2,
2017-11-29 19:51:21,xecistsbue,2,
2017-06-17 19:33:37,RTfuMyfHrx,1,25.9338494778
2017-03-13 17:09:09,NKwkHPdkLy,1,61.762923754
2017-12-24 12:48:38,xpedRuawsA,2,
2017-08-02 10:56:46,GyHBBVnIxT,2,
2017-11-22 18:59:54,IgUkuBKCdf,1,37.4088399198
2017-12-04 07:53:40,aXZTfWzncw,2,
2017-12-19 16:55:44,WRSzTCHuEy,1,90.6996943312
2017-04-10 03:56:06,aAZKibToFK,1,36.4491676462
2017-07-16 15:05:13,exeRWOtOiR,2,
2017-07-29 15:06:27,NKwkHPdkLy,1,43.0230413323
2017-07-15 20:13:25,BkpVRngcvN,2,
2017-07-15 01:20:42,YJvyiZZKvz,2,
2017-11-22 17:49:43,iuwhjQvNqt,2,
2017-04-19 12:27:59,pVhEwJhCYm,2,
2017-07-20 00:43:39,xpedRuawsA,2,
2017-08-03 14:29:04,iuMQcpcynr,2,
2017-10-27 08:26:29,iuMQcpcynr,1,15.5047158814
2017-05-02 05:27:56,VbUhCXNwmG,1,34.6465604926
2017-09-28 02:34:05,BQVAfGTlmk,2,
2017-06-21 11:39:28,cTawABfNOn,2,
2017-07-15 00:19:14,ufzSoKINSK,2,
2017-07-06 11:23:15,MVPAYdkCml,2,
2017-09-06 20:40:59,EEWRDwxVbt,1,13.433501582
2017-12-04 17:40:58,veKJxIGZBb,1,8.43921573075
2017-05-02 19:09:10,CQXFcdTPPB,1,3.42797115724
2017-01-25 09:59:42,iZeFJxWTCT,2,
2017-11-10 17:55:05,hfcSsoACfE,2,
2017-10-05 10:49:29,GsEowhbetF,1,53.010788248
2017-03-31 10:37:59,mnkMpXCzyh,1,4.40178804288
2017-06-04 06:39:40,aXZTfWzncw,2,
2017-11-16 14:58:51,HOfgnFfhoy,1,33.5776122686
2017-07-03 20:07:05,NiaCxjRJCE,1,0.0532997191152
2017-05-01 16:52:15,WRSzTCHuEy,1,81.9419780548
2017-11-19 13:36:39,TOkYYJguDo,2,
2017-02-24 15:56:50,pQHOsGJUnj,2,
2017-06-28 11:16:43,vxLkDcSABY,1,35.4509416973
2017-04-26 21:54:49,EQIqPtVVAt,1,76.4873609465
2017-10-31 01:47:09,aXZTfWzncw,2,
2017-08-27 04:35:22,MVPAYdkCml,2,
2017-02-13 23:43:27,LZGofzSsoj,1,95.1025915176
2017-09-15 22:28:02,vxLkDcSABY,2,
2017-02-07 15:24:01,KvnyEMYCLn,2,
2017-08-14 12:58:13,XErhyEkyRs,2,
2017-01-23 16:03:28,fsLcbbiXZw,2,
2017-03-04 18:25:43,BLJlTHnLpU,2,
2017-04-30 15:42:35,iuwhjQvNqt,1,55.4005626213
2017-04-30 22:38:48,ntLhiHboUs,2,
2017-05-30 03:03:18,BzzlZXqjNG,1,6.57673017801
2017-04-08 17:24:37,YJvyiZZKvz,2,
2017-12-03 10:35:17,xjMZKTJnxA,2,
2017-10-17 02:07:46,EEWRDwxVbt,1,17.8412136751
2017-10-28 12:48:50,uVYmSSAYKs,1,4.76067149641
2017-12-05 00:00:49,LsvqAoVjYj,2,
2017-04-19 10:43:33,BzzlZXqjNG,1,0.85886712573
2017-05-20 21:25:39,hGKlGLlRxP,1,14.5372044338
2017-10-16 11:28:29,xiZRPONgbK,2,
2017-12-31 19:29:15,JbBpVRkWHL,2,
2017-09-19 09:57:59,XErhyEkyRs,2,
2017-12-26 03:37:29,KvnyEMYCLn,1,1.09639689337
2017-09-04 21:49:25,JfBpYnIjNm,1,96.6367205762
2017-04-22 01:54:56,JbBpVRkWHL,2,
2017-12-30 23:22:33,NiikPmwarQ,1,48.3009949064
2017-02-14 16:35:36,WRSzTCHuEy,1,67.718655504
2017-05-03 06:20:33,tHjFgYzzVM,1,69.7772318916
2017-06-09 23:37:45,OstOjCcgrB,1,48.6559691639
2017-04-22 09:14:23,XJcOcoJajb,2,
2017-03-25 19:05:26,mnkMpXCzyh,2,
2017-05-15 02:19:53,MVPAYdkCml,2,
2017-06-23 07:22:13,CnrwizfFke,2,
2017-10-29 09:24:40,KcGmNJatIW,2,
2017-07-27 22:26:12,xjMZKTJnxA,2,
2017-02-08 10:10:00,OstOjCcgrB,1,43.9895778451
2017-12-22 22:25:06,CnrwizfFke,1,4.02104872753
2017-10-10 23:35:33,MVPAYdkCml,1,5.56092552368
2017-11-16 17:08:58,OHdpRZBGVw,1,7.81060358595
2017-07-10 02:43:10,ZfYpMASTeY,2,
2017-09-29 10:20:27,vgruEUwyjn,1,31.6983700579
2017-03-29 07:43:40,OstOjCcgrB,1,41.2155715802
2017-12-18 12:28:24,fOreRDxxKJ,2,
2017-06-10 01:13:17,LeoZbajqKq,2,
2017-01-22 03:10:33,WfxigeseOW,2,
2017-04-06 15:53:39,fOreRDxxKJ,2,
2017-07-27 11:03:24,vyjtCWKGyJ,2,
2017-07-21 03:39:40,WRSzTCHuEy,1,47.7339884574
2017-06-19 03:34:27,IiQxbmjgqg,2,
2017-11-26 06:03:14,mnkMpXCzyh,1,74.0967006285
2017-03-03 21:52:37,vxLkDcSABY,2,
2017-07-13 11:15:02,HOfgnFfhoy,2,
2017-07-01 19:09:30,qRjLLYHAGD,2,
2017-08-13 04:18:11,AmJEmwhynS,1,84.9892855297
2017-01-31 10:23:37,IuWTOPIZnY,1,9.77743593161
2017-03-20 02:44:35,xcjSyDBmNQ,1,1.41100181056
2017-03-31 03:13:57,vyjtCWKGyJ,1,39.7672073708
2017-07-22 16:07:02,hfcSsoACfE,1,0.410741181988
2017-04-18 05:37:02,qRjLLYHAGD,1,58.4009026362
2017-01-28 15:18:51,JLosSTdslk,2,
2017-12-03 12:01:02,cTawABfNOn,2,
2017-08-22 16:38:48,iZeFJxWTCT,1,59.7481180948
2017-04-23 17:23:51,JLosSTdslk,2,
2017-12-05 11:05:50,SoQWVgXXKe,2,
2017-09-30 12:03:47,tHjFgYzzVM,1,4.72953019073
2017-03-18 12:28:16,yYxNpaMBRv,1,10.0741602847
2017-06-13 20:16:25,ZfYpMASTeY,1,17.6550828707
2017-08-06 22:03:44,pZNxDswcgf,2,
2017-04-16 11:16:40,kyVYAdJnyc,2,
2017-10-24 20:53:04,XErhyEkyRs,1,13.1387931998
2017-04-27 07:48:59,XJcOcoJajb,1,2.10795182809
2017-05-20 16:30:27,eJcwGNrZsn,1,40.510803704
2017-03-29 12:01:27,vgruEUwyjn,1,48.4098225635
2017-11-05 13:57:37,AmJEmwhynS,1,92.9100947393
2017-08-23 18:51:35,xiZRPONgbK,2,
2017-03-30 02:21:49,NhVaiwjRuw,1,67.5396561325
2017-01-27 20:20:16,iuMQcpcynr,1,50.6303427219
2017-02-25 08:23:17,vxLkDcSABY,2,
2017-07-18 20:35:35,eJcwGNrZsn,2,
2017-11-30 08:00:32,GsEowhbetF,2,
2017-08-24 02:48:52,ikCYQBrzCK,2,
2017-02-13 21:52:22,qbYlkrWkSF,2,
2017-11-29 14:41:13,vgruEUwyjn,2,
2017-07-23 00:23:09,TOkYYJguDo,2,
2017-04-11 21:53:36,IiQxbmjgqg,2,
2017-05-14 13:01:52,NjMgRssFfE,2,
2017-05-30 04:42:31,LZGofzSsoj,1,31.2136967734
2017-10-12 18:52:53,EEWRDwxVbt,1,29.7051060882
2017-05-05 12:52:32,qbYlkrWkSF,2,
2017-04-12 05:37:00,CnrwizfFke,2,
2017-03-15 22:20:16,WfxigeseOW,2,
2017-03-24 10:49:48,EQIqPtVVAt,1,43.3549780506
2017-10-11 00:42:13,RTfuMyfHrx,2,
2017-08-04 06:24:13,wtcOqDsolH,1,15.754720294
2017-11-10 07:31:56,NKwkHPdkLy,2,
2017-02-03 07:27:38,TOkYYJguDo,2,
2017-04-22 12:58:52,mrNIZuRpSa,1,36.9475367035
2017-06-25 05:11:08,WRSzTCHuEy,2,
2017-10-15 06:48:39,iuwhjQvNqt,2,
2017-07-14 03:11:54,xpedRuawsA,1,92.7540341338
2017-10-12 12:59:06,zYFCGGvXKf,2,
2017-11-21 22:37:47,NjMgRssFfE,2,
2017-02-15 10:17:17,zHAPuqHqFj,1,6.9773256869
2017-10-04 17:03:43,VTZswSrFNA,2,
2017-04-13 00:40:47,fsLcbbiXZw,1,7.4850711606
2017-10-30 22:01:07,WfxigeseOW,1,23.7845159469
2017-07-27 03:36:23,yVkCVLCPNo,2,
2017-07-12 07:51:14,xiZRPONgbK,2,
2017-09-15 18:05:02,KcGmNJatIW,2,
2017-04-28 00:39:49,xiZRPONgbK,1,88.4034757427
2017-04-26 15:00:52,LsvqAoVjYj,1,42.8804071818
2017-07-08 04:08:39,OHdpRZBGVw,2,
2017-04-12 00:07:53,wMnHyLAxbW,1,57.0776181698
2017-03-17 00:05:12,cTawABfNOn,1,68.4428645744
2017-07-28 15:42:51,mnkMpXCzyh,2,
2017-01-10 19:16:08,XrjKOHPRwp,2,
2017-06-19 23:50:21,NiaCxjRJCE,2,
2017-01-11 04:50:45,jCgwcqzvqf,1,6.95122796801
2017-03-02 15:47:06,mEFDYBkZSB,1,7.97836861961
2017-10-24 17:30:51,fOreRDxxKJ,1,0.424614347983
2017-05-29 04:00:34,KvnyEMYCLn,1,80.2116956582
2017-11-19 06:33:16,aAZKibToFK,2,
2017-05-16 09:38:51,DJEsHCQcZA,1,14.8360033046
2017-11-24 22:07:09,zofIMUyRHT,2,
2017-02-27 04:13:46,hGKlGLlRxP,1,0.777095985292
2017-03-30 01:50:41,fsLcbbiXZw,1,96.7170957775
2017-07-18 16:24:29,NKwkHPdkLy,1,33.5776590994
2017-03-22 21:58:57,jSjtepIhkg,2,
2017-03-30 21:01:29,qRjLLYHAGD,2,
2017-02-18 13:28:13,fsLcbbiXZw,2,
2017-09-27 23:11:44,OHdpRZBGVw,1,59.3657663648
2017-07-18 01:51:15,VbUhCXNwmG,2,
2017-02-13 23:14:06,exeRWOtOiR,2,
2017-12-04 06:21:01,XErhyEkyRs,1,0.785723221164
2017-12-12 09:36:11,JbBpVRkWHL,2,
2017-03-09 17:10:40,akJCrpiQBb,1,92.9080446988
2017-03-12 05:45:16,IgUkuBKCdf,1,7.92827095185
2017-08-23 00:26:38,hfcSsoACfE,2,
2017-01-02 18:46:12,zHAPuqHqFj,2,
2017-02-18 14:44:02,LsvqAoVjYj,2,
2017-01-20 18:17:48,iuMQcpcynr,2,
2017-05-26 01:42:21,mrNIZuRpSa,1,26.9744383206
2017-10-12 12:59:10,cOiqXWQPSr,2,
2017-06-09 23:45:18,yXOYqeKVqc,2,
2017-07-19 23:04:20,ikCYQBrzCK,1,84.4131955735
2017-02-08 02:08:29,aXZTfWzncw,1,13.123197824
2017-01-19 21:00:16,EQIqPtVVAt,2,
2017-02-05 12:36:54,XrjKOHPRwp,2,
2017-03-23 09:21:02,pVhEwJhCYm,2,
2017-10-16 12:54:08,XrjKOHPRwp,2,
2017-03-04 23:55:49,NiikPmwarQ,1,21.0940588939
2017-07-12 07:27:20,LsvqAoVjYj,2,
2017-04-22 06:40:15,mrNIZuRpSa,2,
2017-10-07 00:36:32,qRjLLYHAGD,2,
2017-05-25 14:31:23,exeRWOtOiR,2,
2017-12-09 15:13:56,BLJlTHnLpU,1,9.00862551151
2017-08-04 01:30:19,zYFCGGvXKf,1,44.5456749835
2017-04-01 00:42:59,IuWTOPIZnY,1,39.7625426762
2017-04-29 01:49:03,OstOjCcgrB,2,
2017-01-02 06:23:19,bpRsNVMlhq,2,
2017-10-28 13:30:01,pQHOsGJUnj,1,84.6583461055
2017-06-20 06:08:03,HOfgnFfhoy,2,
2017-08-09 06:39:28,KcGmNJatIW,1,52.46513122
2017-09-17 19:28:06,mEFDYBkZSB,1,0.0637571370407
2017-08-13 18:03:07,WRSzTCHuEy,1,38.6052699594
2017-10-16 12:07:58,IuWTOPIZnY,2,
2017-10-18 09:10:06,LZGofzSsoj,1,35.0855816931
2017-06-10 15:36:13,hfcSsoACfE,1,85.8694501228
2017-10-22 11:53:52,NiikPmwarQ,2,
2017-11-04 00:14:06,CnrwizfFke,2,
2017-08-02 16:26:32,EEWRDwxVbt,2,
2017-12-05 03:40:30,nXJEhxUecR,2,
2017-06-08 13:04:05,xecistsbue,2,
2017-10-25 10:48:10,yYxNpaMBRv,2,
2017-09-24 04:57:52,BzzlZXqjNG,2,
2017-03-29 03:53:39,JfBpYnIjNm,1,71.3994102075
2017-03-15 19:42:30,EEWRDwxVbt,1,45.5825270434
2017-08-15 14:33:55,JbBpVRkWHL,2,
2017-10-19 14:57:45,OHdpRZBGVw,2,
2017-06-05 14:22:56,NKwkHPdkLy,2,
2017-02-28 00:07:43,fOreRDxxKJ,2,
2017-01-22 06:13:02,ikCYQBrzCK,2,
2017-08-31 21:18:19,XErhyEkyRs,1,21.607749739
2017-12-09 16:39:54,ntLhiHboUs,1,1.77984134388
2017-08-19 00:21:20,MVPAYdkCml,1,23.5896383675
2017-06-09 13:57:23,hXZMuAswkh,2,
2017-08-01 09:09:15,pVhEwJhCYm,1,45.9400310691
2017-03-16 02:55:45,nXJEhxUecR,1,79.1472446562
2017-06-16 07:44:13,aXZTfWzncw,1,8.03978488987
2017-05-12 16:14:32,CnrwizfFke,1,56.6812348878
2017-06-25 16:14:44,BkpVRngcvN,1,1.79798034843
2017-07-20 01:03:18,hGKlGLlRxP,1,1.18931708379
2017-09-27 09:20:48,ufzSoKINSK,2,
2017-10-03 03:20:05,pVhEwJhCYm,2,
2017-10-05 06:31:46,vxLkDcSABY,2,
2017-07-14 00:32:57,XrjKOHPRwp,1,60.6556453398
2017-01-11 07:39:37,hGKlGLlRxP,1,21.8364019874
2017-12-07 17:56:14,LZGofzSsoj,2,
2017-09-03 22:10:47,xcjSyDBmNQ,1,6.85720679564
2017-07-11 07:57:57,MVPAYdkCml,1,46.5140916677
2017-11-05 22:33:12,hfcSsoACfE,1,77.3175038806
2017-08-16 12:38:59,wMnHyLAxbW,1,66.329047743
2017-05-21 02:59:36,JfBpYnIjNm,2,
2017-04-28 10:36:14,AmJEmwhynS,1,0.00972274865373
2017-07-16 09:54:10,BLJlTHnLpU,2,
2017-02-02 05:25:31,EQIqPtVVAt,2,
2017-02-27 02:22:39,LZGofzSsoj,1,21.7716625795
2017-10-09 05:25:37,hXZMuAswkh,2,
2017-12-01 00:17:19,XJcOcoJajb,1,14.5110978698
2017-11-16 04:49:17,qbYlkrWkSF,1,0.403914245698
2017-03-28 16:05:35,CQXFcdTPPB,1,14.9794466375
2017-11-28 16:54:10,veKJxIGZBb,1,83.5115142804
2017-11-26 06:41:52,mnkMpXCzyh,2,
2017-01-01 17:08:36,vgruEUwyjn,1,62.9881573754
2017-09-28 15:51:14,KcGmNJatIW,1,1.19711126934
2017-10-16 14:32:54,vgruEUwyjn,1,1.74268085294
2017-09-28 06:28:41,ntLhiHboUs,1,50.980922345
2017-10-16 06:54:16,qRjLLYHAGD,2,
2017-07-23 07:48:21,vyjtCWKGyJ,1,0.344216418167
2017-08-09 18:47:16,rWjGhFuflE,2,
